"target_id","comparator_id","outcome_id","analysis_id","log_relative_risk","log_likelihood"
1,2,4008,1,0.799513888888889,-88.7382111814404
1,2,4008,1,0.815504166666666,-92.2755899572694
1,2,4008,1,0.831494444444444,-95.8700757521965
1,2,4008,1,0.847484722222222,-99.5210035313794
1,2,4008,1,0.863475,-103.227711059872
1,2,4008,1,0.879465277777778,-106.989540691404
1,2,4008,1,0.895455555555555,-110.805840364195
1,2,4008,1,0.911445833333333,-114.675963266203
1,2,4008,1,0.927436111111111,-118.599264612718
1,2,4008,1,0.943426388888889,-122.575107198689
1,2,4008,1,0.959416666666666,-126.602857925031
1,2,4008,1,0.975406944444444,-130.681888586498
1,2,4008,1,0.991397222222222,-134.811574267653
1,2,4008,1,1.02337777777778,-143.220444185163
1,2,4008,1,1.05535833333333,-151.824578971484
1,2,4008,1,1.08733888888889,-160.619171391816
1,2,4008,1,1.11931944444444,-169.599494308311
1,2,4008,1,1.1513,-178.760905765561
1,2,4008,1,1.18328055555556,-188.098843677113
1,2,4008,1,1.21526111111111,-197.608831964406
1,2,4008,1,1.24724166666667,-207.28647650659
1,2,4008,1,1.27922222222222,-217.12746833289
1,2,4008,1,1.31120277777778,-227.127579793789
1,2,4008,1,1.34318333333333,-237.282670655099
1,2,4008,1,1.37516388888889,-247.588680877821
1,2,4008,1,1.40714444444444,-258.041635678002
1,2,4008,1,1.439125,-268.637643406852
1,2,4008,1,1.47110555555556,-279.372893023165
1,2,4008,1,1.50308611111111,-290.243656423327
1,2,4008,1,1.53506666666667,-301.246287886117
1,2,4008,1,1.56704722222222,-312.377219821159
1,2,4008,1,1.59902777777778,-323.632967529038
1,2,4008,1,1.63100833333333,-335.010121557802
1,2,4008,1,1.66298888888889,-346.505352842616
1,2,4008,1,1.69496944444444,-358.115410876706
1,2,4008,1,1.72695,-369.837118470499
1,2,4008,1,1.75893055555556,-381.667375322302
1,2,4008,1,1.79091111111111,-393.603154451263
1,2,4008,1,1.82289166666667,-405.641504136116
1,2,4008,1,1.85487222222222,-417.779540835432
1,2,4008,1,1.88685277777778,-430.014456271416
1,2,4008,1,1.91883333333333,-442.343508364025
1,2,4008,1,1.95081388888889,-454.764025947617
1,2,4008,1,1.98279444444444,-467.273403719606
1,2,4008,1,2.014775,-479.869103216979
1,2,4008,1,2.04675555555556,-492.548650420744
1,2,4008,1,2.07873611111111,-505.309637226508
1,2,4008,1,2.11071666666667,-518.149715030902
1,2,4008,1,2.14269722222222,-531.066598919873
1,2,4008,1,2.17467777777778,-544.058061824298
1,2,4008,1,2.20665833333333,-557.121937758719
1,2,4008,1,2.23863888888889,-570.256117792831
1,2,4008,1,2.27061944444444,-583.458548286058
1,2,4008,1,2.3026,-596.727232023963
1,2,4009,1,-2.3026,-2000.18238278044
1,2,4009,1,-2.28660972222222,-1973.06376649129
1,2,4009,1,-2.27061944444444,-1946.09246804641
1,2,4009,1,-2.25462916666667,-1919.26974082617
1,2,4009,1,-2.23863888888889,-1892.59683774862
1,2,4009,1,-2.22264861111111,-1866.07500918682
1,2,4009,1,-2.20665833333333,-1839.70549795434
1,2,4009,1,-2.19066805555556,-1813.48954753845
1,2,4009,1,-2.17467777777778,-1787.42839353528
1,2,4009,1,-2.1586875,-1761.52326876967
1,2,4009,1,-2.14269722222222,-1735.77540135082
1,2,4009,1,-2.12670694444444,-1710.18600989269
1,2,4009,1,-2.11071666666667,-1684.75631123707
1,2,4009,1,-2.09472638888889,-1659.48751697943
1,2,4009,1,-2.07873611111111,-1634.3808247718
1,2,4009,1,-2.06274583333333,-1609.43743419621
1,2,4009,1,-2.04675555555556,-1584.6585308837
1,2,4009,1,-2.03076527777778,-1560.04529405339
1,2,4009,1,-2.014775,-1535.59889507148
1,2,4009,1,-1.99878472222222,-1511.32049871005
1,2,4009,1,-1.98279444444444,-1487.21125675061
1,2,4009,1,-1.96680416666667,-1463.27231358995
1,2,4009,1,-1.95081388888889,-1439.50480104344
1,2,4009,1,-1.93482361111111,-1415.90984575443
1,2,4009,1,-1.91883333333333,-1392.48855744077
1,2,4009,1,-1.90284305555556,-1369.24203708123
1,2,4009,1,-1.88685277777778,-1346.17137639078
1,2,4009,1,-1.8708625,-1323.27765068293
1,2,4009,1,-1.85487222222222,-1300.56192676188
1,2,4009,1,-1.83888194444444,-1278.0252538067
1,2,4009,1,-1.82289166666667,-1255.66867274062
1,2,4009,1,-1.80690138888889,-1233.49320695278
1,2,4009,1,-1.79091111111111,-1211.49986720178
1,2,4009,1,-1.77492083333333,-1189.68965013199
1,2,4009,1,-1.75893055555556,-1168.0635363283
1,2,4009,1,-1.74294027777778,-1146.62248943856
1,2,4009,1,-1.72695,-1125.36746245619
1,2,4009,1,-1.71095972222222,-1104.29938656452
1,2,4009,1,-1.69496944444444,-1083.41917821935
1,2,4009,1,-1.67897916666667,-1062.72773833668
1,2,4009,1,-1.66298888888889,-1042.22594968098
1,2,4009,1,-1.64699861111111,-1021.91467544928
1,2,4009,1,-1.63100833333333,-1001.79476321255
1,2,4009,1,-1.61501805555556,-981.86704236361
1,2,4009,1,-1.59902777777778,-962.132319019609
1,2,4009,1,-1.5830375,-942.591385817148
1,2,4009,1,-1.56704722222222,-923.245010733968
1,2,4009,1,-1.55105694444444,-904.093947122085
1,2,4009,1,-1.53506666666667,-885.138922006601
1,2,4009,1,-1.51907638888889,-866.380646571302
1,2,4009,1,-1.50308611111111,-847.819808119013
1,2,4009,1,-1.48709583333333,-829.457076039682
1,2,4009,1,-1.47110555555556,-811.293094092161
1,2,4009,1,-1.45511527777778,-793.328486880964
1,2,4009,1,-1.44712013888889,-784.421138025442
1,2,4009,1,-1.439125,-775.563856607823
1,2,4009,1,-1.43112986111111,-766.756715347783
1,2,4009,1,-1.42313472222222,-757.999782142848
1,2,4009,1,-1.41513958333333,-749.293127967067
1,2,4009,1,-1.40714444444444,-740.63681922511
1,2,4009,1,-1.39914930555556,-732.03092308054
1,2,4009,1,-1.39115416666667,-723.475503000627
1,2,4009,1,-1.38315902777778,-714.970621723041
1,2,4009,1,-1.37516388888889,-706.51634281646
1,2,4009,1,-1.36716875,-698.112724513856
1,2,4009,1,-1.35917361111111,-689.759825289064
1,2,4009,1,-1.35117847222222,-681.457705413373
1,2,4009,1,-1.34318333333333,-673.206416234792
1,2,4009,1,-1.33518819444444,-665.006012996506
1,2,4009,1,-1.32719305555556,-656.85655057813
1,2,4009,1,-1.31919791666667,-648.758079761181
1,2,4009,1,-1.31120277777778,-640.710647605309
1,2,4009,1,-1.30320763888889,-632.714304652571
1,2,4009,1,-1.2952125,-624.7690950535
1,2,4009,1,-1.28721736111111,-616.875066416374
1,2,4009,1,-1.27922222222222,-609.032261466178
1,2,4009,1,-1.27122708333333,-601.240722721854
1,2,4009,1,-1.26323194444444,-593.500487872658
1,2,4009,1,-1.25523680555556,-585.811597929027
1,2,4009,1,-1.24724166666667,-578.174089755186
1,2,4009,1,-1.23924652777778,-570.588000791904
1,2,4009,1,-1.23125138888889,-563.053361617185
1,2,4009,1,-1.22325625,-555.570207281664
1,2,4009,1,-1.21526111111111,-548.138566396607
1,2,4009,1,-1.20726597222222,-540.75847084108
1,2,4009,1,-1.19927083333333,-533.429948371748
1,2,4009,1,-1.19127569444444,-526.153022980066
1,2,4009,1,-1.18328055555556,-518.927721983084
1,2,4009,1,-1.17528541666667,-511.754066813912
1,2,4009,1,-1.16729027777778,-504.63207754655
1,2,4009,1,-1.15929513888889,-497.561776141869
1,2,4009,1,-1.1513,-490.543180061053
1,2,4009,1,-1.14330486111111,-483.576306179424
1,2,4009,1,-1.13530972222222,-476.661168226121
1,2,4009,1,-1.12731458333333,-469.797783164431
1,2,4009,1,-1.11931944444444,-462.986157238523
1,2,4009,1,-1.11132430555556,-456.226303281393
1,2,4009,1,-1.10332916666667,-449.518232531649
1,2,4009,1,-1.09533402777778,-442.861947032477
1,2,4009,1,-1.08733888888889,-436.257455508225
1,2,4009,1,-1.07934375,-429.704758527139
1,2,4009,1,-1.07134861111111,-423.203860895337
1,2,4009,1,-1.06335347222222,-416.754763493529
1,2,4009,1,-1.05535833333333,-410.35746153428
1,2,4009,1,-1.04736319444444,-404.011955828399
1,2,4009,1,-1.03936805555556,-397.718239604514
1,2,4009,1,-1.03137291666667,-391.476309345286
1,2,4009,1,-1.02337777777778,-385.286154722427
1,2,4009,1,-1.01538263888889,-379.147767509541
1,2,4009,1,-1.0073875,-373.061135749085
1,2,4009,1,-0.999392361111111,-367.026248468821
1,2,4009,1,-0.991397222222222,-361.043090710889
1,2,4009,1,-0.983402083333333,-355.111646867197
1,2,4009,1,-0.975406944444444,-349.231900814684
1,2,4009,1,-0.967411805555556,-343.40383051398
1,2,4009,1,-0.959416666666667,-337.627417976313
1,2,4009,1,-0.951421527777778,-331.902641763198
1,2,4009,1,-0.943426388888889,-326.229475212072
1,2,4009,1,-0.93543125,-320.60789497631
1,2,4009,1,-0.927436111111111,-315.037872368182
1,2,4009,1,-0.919440972222222,-309.519380891794
1,2,4009,1,-0.911445833333333,-304.052389226537
1,2,4009,1,-0.903450694444444,-298.636866164808
1,2,4009,1,-0.895455555555556,-293.27277737511
1,2,4009,1,-0.887460416666667,-287.960089632561
1,2,4009,1,-0.879465277777778,-282.698764320347
1,2,4009,1,-0.871470138888889,-277.488765201593
1,2,4009,1,-0.863475,-272.330051748613
1,2,4009,1,-0.855479861111111,-267.222585128151
1,2,4009,1,-0.847484722222222,-262.166318989308
1,2,4009,1,-0.839489583333333,-257.161211567647
1,2,4009,1,-0.831494444444445,-252.207215552109
1,2,4009,1,-0.823499305555556,-247.304283990761
1,2,4009,1,-0.815504166666667,-242.452369940151
1,2,4009,1,-0.807509027777778,-237.651421656486
1,2,4009,1,-0.799513888888889,-232.901386512047
1,2,4009,1,-0.79151875,-228.202210830244
1,2,4009,1,-0.783523611111111,-223.553842944893
1,2,4009,1,-0.775528472222222,-218.956221796161
1,2,4009,1,-0.767533333333333,-214.409293184199
1,2,4009,1,-0.759538194444444,-209.912995409482
1,2,4009,1,-0.751543055555556,-205.467269719917
1,2,4009,1,-0.743547916666667,-201.072052072661
1,2,4009,1,-0.735552777777778,-196.727280118233
1,2,4009,1,-0.727557638888889,-192.432885857943
1,2,4009,1,-0.7195625,-188.188806874707
1,2,4009,1,-0.711567361111111,-183.994970727759
1,2,4009,1,-0.703572222222222,-179.851310301779
1,2,4009,1,-0.695577083333333,-175.757753709921
1,2,4009,1,-0.687581944444444,-171.71422946906
1,2,4009,1,-0.671591666666667,-163.776979306549
1,2,4009,1,-0.655601388888889,-156.038953519655
1,2,4009,1,-0.639611111111111,-148.49952059436
1,2,4009,1,-0.623620833333333,-141.158030520175
1,2,4009,1,-0.607630555555556,-134.013810548367
1,2,4009,1,-0.591640277777778,-127.066168067518
1,2,4009,1,-0.57565,-120.314386707294
1,2,4009,1,-0.559659722222222,-113.757732521502
1,2,4009,1,-0.543669444444445,-107.395449505017
1,2,4009,1,-0.527679166666667,-101.226762877479
1,2,4009,1,-0.511688888888889,-95.2508777776493
1,2,4009,1,-0.495698611111111,-89.4669795206319
1,2,4009,1,-0.479708333333333,-83.8742375549991
1,2,4009,1,-0.463718055555556,-78.4717987685217
1,2,4009,1,-0.447727777777778,-73.2587955845374
1,2,4009,1,-0.4317375,-68.234338043585
1,2,4009,1,-0.415747222222222,-63.3975267263741
1,2,4009,1,-0.399756944444445,-58.7474351974015
1,2,4009,1,-0.383766666666667,-54.2831308149289
1,2,4009,1,-0.367776388888889,-50.0036590520904
1,2,4009,1,-0.351786111111111,-45.9080470009758
1,2,4009,1,-0.335795833333333,-41.9953126100154
1,2,4009,1,-0.319805555555556,-38.2644565513547
1,2,4009,1,-0.303815277777778,-34.7144641202212
1,2,4009,1,-0.287825,-31.344307962172
1,2,4009,1,-0.271834722222222,-28.1529440680279
1,2,4009,1,-0.255844444444445,-25.1393201363062
1,2,4009,1,-0.247076616370836,-23.5619446518795
1,2,4009,1,-0.238308788297227,-22.0375090702219
1,2,4009,1,-0.229540960223618,-20.5658357105458
1,2,4009,1,-0.22077313215001,-19.1467431968631
1,2,4009,1,-0.212005304076401,-17.7800501230631
1,2,4009,1,-0.203237476002792,-16.4655760067908
1,2,4009,1,-0.194469647929183,-15.2031378368629
1,2,4009,1,-0.185701819855575,-13.992551226529
1,2,4009,1,-0.176933991781966,-12.8336295163353
1,2,4009,1,-0.168166163708357,-11.7261891584967
1,2,4009,1,-0.159398335634748,-10.6700423194852
1,2,4009,1,-0.15063050756114,-9.66500079824618
1,2,4009,1,-0.141862679487531,-8.71087750837614
1,2,4009,1,-0.133094851413922,-7.80748186611891
1,2,4009,1,-0.124327023340313,-6.95462175314606
1,2,4009,1,-0.115559195266705,-6.15210956398732
1,2,4009,1,-0.0980235391194873,-4.69735268177828
1,2,4009,1,-0.0804878829722698,-3.44166447047246
1,2,4009,1,-0.0629522268250523,-2.38348910315108
1,2,4009,1,-0.0454165706778348,-1.5212555968792
1,2,4009,1,-0.0278809145306174,-0.853384286456276
1,2,4009,1,-0.0103452583833999,-0.378287014755188
1,2,4009,1,0.00719039776381757,-0.0943611743605288
1,2,4009,1,0.024726053911035,0
1,2,4009,1,0.0391709533193731,-0.0635206524129899
1,2,4009,1,0.0536158527277112,-0.253664441373985
1,2,4009,1,0.0680607521360493,-0.569525402570434
1,2,4009,1,0.0825056515443874,-1.01018771000963
1,2,4009,1,0.0969505509527255,-1.57473327515254
1,2,4009,1,0.111395450361064,-2.26224624152383
1,2,4009,1,0.125840349769402,-3.07180192689702
1,2,4009,1,0.14028524917774,-4.00247765197128
1,2,4009,1,0.154730148586078,-5.05334954041973
1,2,4009,1,0.169175047994416,-6.22348870137284
1,2,4009,1,0.183619947402754,-7.51196784460262
1,2,4009,1,0.198064846811092,-8.91785532590438
1,2,4009,1,0.21250974621943,-10.4402209813525
1,2,4009,1,0.226954645627768,-12.0781327891091
1,2,4009,1,0.241399545036106,-13.8306585056343
1,2,4009,1,0.255844444444445,-15.6968644355584
1,2,4009,1,0.271834722222222,-17.8941732099775
1,2,4009,1,0.287825,-20.2283778630372
1,2,4009,1,0.303815277777778,-22.6982144966823
1,2,4009,1,0.319805555555556,-25.3024151892969
1,2,4009,1,0.335795833333333,-28.039715273706
1,2,4009,1,0.351786111111111,-30.9088547593783
1,2,4009,1,0.367776388888889,-33.9085709078972
1,2,4009,1,0.383766666666667,-37.0376004088539
1,2,4009,1,0.399756944444444,-40.2946880325544
1,2,4009,1,0.415747222222222,-43.6785781935105
1,2,4009,1,0.4317375,-47.1880155332256
1,2,4009,1,0.447727777777778,-50.8217520011021
1,2,4009,1,0.463718055555556,-54.5785377664288
1,2,4009,1,0.479708333333333,-58.4571289791311
1,2,4009,1,0.495698611111111,-62.4562867089735
1,2,4009,1,0.511688888888889,-66.5747722899032
1,2,4009,1,0.527679166666667,-70.8113538483049
1,2,4009,1,0.543669444444444,-75.1648026544353
1,2,4009,1,0.559659722222222,-79.6338947307559
1,2,4009,1,0.57565,-84.2174113313631
1,2,4009,1,0.591640277777778,-88.9141359824825
1,2,4009,1,0.607630555555555,-93.7228619952075
1,2,4009,1,0.623620833333333,-98.6423823732293
1,2,4009,1,0.639611111111111,-103.671499880347
1,2,4009,1,0.655601388888889,-108.809022269113
1,2,4009,1,0.671591666666667,-114.053759195598
1,2,4009,1,0.687581944444444,-119.404533374302
1,2,4009,1,0.703572222222222,-124.860166561604
1,2,4009,1,0.7195625,-130.41949217151
1,2,4009,1,0.735552777777778,-136.081346912462
1,2,4009,1,0.751543055555555,-141.844574965391
1,2,4009,1,0.767533333333333,-147.708028042194
1,2,4009,1,0.783523611111111,-153.670563026259
1,2,4009,1,0.799513888888889,-159.731046494133
1,2,4009,1,0.815504166666666,-165.888348665776
1,2,4009,1,0.831494444444444,-172.141350970694
1,2,4009,1,0.847484722222222,-178.488937809303
1,2,4009,1,0.863475,-184.930005359107
1,2,4009,1,0.879465277777778,-191.463454626275
1,2,4009,1,0.895455555555555,-198.088195705925
1,2,4009,1,0.911445833333333,-204.803145800492
1,2,4009,1,0.927436111111111,-211.607229316036
1,2,4009,1,0.943426388888889,-218.499378507338
1,2,4009,1,0.959416666666666,-225.478537153664
1,2,4009,1,0.975406944444444,-232.543651880438
1,2,4009,1,0.991397222222222,-239.693682558191
1,2,4009,1,1.0073875,-246.927593042881
1,2,4009,1,1.02337777777778,-254.24435863617
1,2,4009,1,1.03936805555556,-261.642958557302
1,2,4009,1,1.05535833333333,-269.122387959913
1,2,4009,1,1.07134861111111,-276.681642400938
1,2,4009,1,1.08733888888889,-284.319731567695
1,2,4009,1,1.10332916666667,-292.035670383837
1,2,4009,1,1.11931944444444,-299.828483483587
1,2,4009,1,1.13530972222222,-307.697205990229
1,2,4009,1,1.1513,-315.640877773782
1,2,4009,1,1.16729027777778,-323.658549704538
1,2,4009,1,1.18328055555556,-331.749282749384
1,2,4009,1,1.19927083333333,-339.912143737394
1,2,4009,1,1.21526111111111,-348.146207743837
1,2,4009,1,1.23125138888889,-356.450563557944
1,2,4009,1,1.24724166666667,-364.824302299621
1,2,4009,1,1.26323194444444,-373.266526992982
1,2,4009,1,1.27922222222222,-381.776350791166
1,2,4009,1,1.2952125,-390.352893370367
1,2,4009,1,1.31120277777778,-398.99528282171
1,2,4009,1,1.32719305555556,-407.702657465292
1,2,4009,1,1.34318333333333,-416.474163343541
1,2,4009,1,1.35917361111111,-425.30895627823
1,2,4009,1,1.37516388888889,-434.206199915261
